caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
120006097,1.08673039527353,I am sure I voted,Probably not the rightful winner,Donald Trump,1991,29,25 - 34,Female,Never married,Part-time,"Less than $10,000",Republican,Strong Republican,Donald Trump,23228,Virginia,Bachelor's degree,No,Black or African American,Yes,13
158788204,0.82033872930171,I am sure I voted,Definitely the rightful winner,Joe Biden,1997,23,18 - 24,Male,Never married,Student,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,95211,California,Some college,No,Asian/Pacific Islander,Yes,13
35109886,1.05540196964687,I am sure I voted,Definitely the rightful winner,Joe Biden,1978,42,35 - 44,Female,Married,Part-time,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,92284,California,Bachelor's degree,No,White,Yes,13
123479689,0.851128406244541,I am sure I voted,Probably not the rightful winner,Donald Trump,1979,41,35 - 44,Male,Married,Part-time,"$80,000 - $99,999",Independent,Lean Republican,Donald Trump,34275,Florida,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,13
159406021,0.958480322816182,I am sure I voted,Definitely the rightful winner,Joe Biden,1966,54,45 - 54,Female,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,46013,Indiana,Some college,No,Black or African American,Yes,13
418392112,1.92086758330929,I did not vote in the election this November,Definitely the rightful winner,NA,1970,50,45 - 54,Female,Married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Did not vote for President,7202,New Jersey,Did not graduate from high school,No,Hispanic/Latino/Chicano/a,Yes,13
140424079,1.44062062799617,I did not vote in the election this November,Definitely the rightful winner,NA,1947,73,65 - 74,Female,Married,Retired,"$50,000 - $59,999",Independent,Independent,Did not vote for President,75165,Texas,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,No,13
167053654,1.24734054298129,I did not vote in the election this November,Definitely the rightful winner,NA,1983,37,35 - 44,Female,Married,Homemaker,"$50,000 - $59,999",Not sure,Independent,Did not vote for President,93930,California,High school diploma or the equivalent (GED),Yes,White,No,13
179815486,1.27537122371865,I am sure I voted,Definitely not the rightful winner,Donald Trump,1993,27,25 - 34,Female,Divorced,Part-time,"Less than $10,000",Republican,Strong Republican,Did not vote for President,24970,West Virginia,Did not graduate from high school,Yes,White,Yes,13
405224968,2.48682885593263,I did not vote in the election this November,Definitely the rightful winner,NA,1951,69,65 - 74,Male,Widowed,Retired,"$10,000 - $19,999",Independent,Lean Democrat,Did not vote for President,21224,Maryland,Did not graduate from high school,No,Black or African American,No,13
207728782,0.478286898472772,I am sure I voted,Probably not the rightful winner,Someone else,1964,56,55 - 64,Female,Separated,Unemployed,"Less than $10,000",Not sure,Not sure,Gary Johnson,31601,Georgia,High school diploma or the equivalent (GED),No,Other,Yes,13
197566672,1.37648420354904,I am sure I voted,Probably the rightful winner,Donald Trump,1977,43,35 - 44,Female,Married,Homemaker,"$150,000 - $199,999",Independent,Lean Republican,Donald Trump,10576,New York,Bachelor's degree,No,White,Yes,13
132920446,0.994663113578116,I am sure I voted,Definitely the rightful winner,Joe Biden,1935,85,85 or older,Male,Married,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,60419,Illinois,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
206221639,1.09130885267063,I am sure I voted,Definitely the rightful winner,Joe Biden,1971,49,45 - 54,Female,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,35640,Alabama,Master's degree,No,White,Yes,13
185005924,1.12376519880428,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Male,Married,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,34746,Florida,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
212478829,1.19440650281893,I did not vote in the election this November,Probably not the rightful winner,NA,1992,28,25 - 34,Female,Never married,Full-time,"$20,000 - $29,999",Independent,Independent,Did not vote for President,30179,Georgia,High school diploma or the equivalent (GED),No,White,No,13
120471529,0.928937322739693,I did not vote in the election this November,Probably not the rightful winner,NA,1997,23,18 - 24,Female,Never married,Full-time,"$40,000 - $49,999",Not sure,Independent,Donald Trump,93535,California,Some college,No,Other,Yes,13
189627022,0.431922433421262,I am sure I voted,Probably not the rightful winner,Donald Trump,1978,42,35 - 44,Male,Married,Homemaker,"$70,000 - $79,999",Independent,Lean Republican,Evan McMullin,97402,Oregon,Associate's degree,No,Other,Yes,13
48616222,1.18567999198081,I am sure I voted,Definitely not the rightful winner,Donald Trump,1962,58,55 - 64,Female,Married,Homemaker,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,85014,Arizona,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
166006750,0.927263030157072,I am sure I voted,Definitely the rightful winner,Joe Biden,1959,61,55 - 64,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,95814,California,Master's degree,No,White,Yes,13
142632154,3.1531694308166,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1980,40,35 - 44,Female,Married,Full-time,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,3060,New Hampshire,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,No,13
415787914,1.01147119970382,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1999,21,18 - 24,Female,Never married,Homemaker,Prefer not to say,Not sure,Independent,Did not vote for President,33024,Florida,Some college,No,American Indian or Alaska Native,No,13
164041414,0.749310262582228,I did not vote in the election this November,Probably the rightful winner,NA,1990,30,25 - 34,Female,Never married,Student,"Less than $10,000",Not sure,Independent,Did not vote for President,20171,Virginia,Some college,Yes,Hispanic/Latino/Chicano/a,No,13
171905248,0.445411455865924,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Female,Widowed,Retired,Prefer not to say,Independent,Independent,Other,53550,Wisconsin,High school diploma or the equivalent (GED),No,White,Yes,13
168242659,0.468139520579591,I am sure I voted,Definitely the rightful winner,Joe Biden,1985,35,35 - 44,Female,Married,Student,"$60,000 - $69,999",Independent,Independent,Gary Johnson,32148,Florida,Some college,No,White,Yes,13
405515848,0.824408090811349,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1948,72,65 - 74,Female,Divorced,Retired,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,14701,New York,High school diploma or the equivalent (GED),No,White,No,13
347021062,2.20314273120635,I did not vote in the election this November,Definitely the rightful winner,NA,1992,28,25 - 34,Male,Never married,Full-time,"$20,000 - $29,999",Independent,Lean Democrat,Did not vote for President,34982,Florida,Associate's degree,No,Hispanic/Latino/Chicano/a,No,13
218950042,1.1837445707274,I did not vote in the election this November,Definitely the rightful winner,NA,2000,20,18 - 24,Male,Never married,Permanently disabled,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,21215,Maryland,Did not graduate from high school,No,White,No,13
166999480,0.9132244850535210,I am sure I voted,Probably the rightful winner,Joe Biden,1991,29,25 - 34,Female,Married,Full-time,"$50,000 - $59,999",Not sure,Independent,Did not vote for President,80010,Colorado,High school diploma or the equivalent (GED),No,White,Yes,13
401155924,1.237042985803,I am sure I voted,Probably not the rightful winner,Donald Trump,1978,42,35 - 44,Male,Divorced,Unemployed,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,78542,Texas,Bachelor's degree,No,Hispanic/Latino/Chicano/a,Yes,13
220384693,0.897561769186548,I am sure I voted,Definitely the rightful winner,Joe Biden,1986,34,25 - 34,Male,Never married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Did not vote for President,39531,Mississippi,High school diploma or the equivalent (GED),No,White,Yes,13
223645675,0.666745143406541,I am sure I voted,Definitely the rightful winner,Joe Biden,2000,20,18 - 24,Female,Never married,Student,Prefer not to say,Democrat,Strong Democrat,Did not vote for President,53718,Wisconsin,Some college,No,White,Yes,13
409791406,0.901991481538691,I am sure I voted,Definitely the rightful winner,Joe Biden,1944,76,75 - 84,Female,Widowed,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,32503,Florida,High school diploma or the equivalent (GED),No,White,Yes,13
408250414,0.705710381647435,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Female,Married,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,62010,Illinois,High school diploma or the equivalent (GED),No,White,Yes,13
210201661,0.759862756166472,I am sure I voted,Probably not the rightful winner,Joe Biden,1970,50,45 - 54,Female,Married,Homemaker,"$30,000 - $39,999",Not sure,Not sure,Did not vote for President,93305,California,High school diploma or the equivalent (GED),No,Hispanic/Latino/Chicano/a,Yes,13
213376822,1.14845029603209,I am sure I voted,Definitely the rightful winner,Joe Biden,1989,31,25 - 34,Male,Domestic / civil partnership,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Did not vote for President,32605,Florida,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
221084041,0.732196671272466,I am sure I voted,Probably the rightful winner,Joe Biden,1998,22,18 - 24,Male,Never married,Student,"$40,000 - $49,999",Independent,Lean Democrat,Did not vote for President,12180,California,Bachelor's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
213655891,1.32442022653653,I am sure I voted,Definitely the rightful winner,Joe Biden,1987,33,25 - 34,Male,Never married,Unemployed,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,70068,Louisiana,Associate's degree,No,Black or African American,Yes,13
407874430,0.952010879862631,I am sure I voted,Definitely not the rightful winner,Donald Trump,1982,38,35 - 44,Female,Married,Full-time,"$60,000 - $69,999",Republican,Strong Republican,Did not vote for President,72840,Arkansas,Associate's degree,No,White,Yes,13
191780644,0.865224369382362,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1948,72,65 - 74,Female,Divorced,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,7111,New Jersey,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
203579026,0.484857993681257,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Gary Johnson,12144,New York,Some college,No,White,Yes,13
126962149,0.401694230271942,I am sure I voted,Definitely not the rightful winner,Donald Trump,1956,64,55 - 64,Male,Married,Retired,"$100,000 - $119,999",Other,Lean Republican,Gary Johnson,17099,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
175235377,0.763037730194384,I am sure I voted,Definitely not the rightful winner,Donald Trump,1960,60,55 - 64,Female,Never married,Part-time,"$10,000 - $19,999",Independent,Independent,Did not vote for President,20191,Virginia,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
175913233,1.30223242675506,I did not vote in the election this November,Probably the rightful winner,NA,1963,57,55 - 64,Male,Never married,Retired,"Less than $10,000",Independent,Not sure,Did not vote for President,33130,Florida,Associate's degree,Yes,Hispanic/Latino/Chicano/a,No,13
64112434,1.11760757756296,I did not vote in the election this November,Definitely the rightful winner,NA,1960,60,55 - 64,Male,Never married,Permanently disabled,"$20,000 - $29,999",Independent,Independent,Did not vote for President,45331,Ohio,High school diploma or the equivalent (GED),No,Black or African American,No,13
214132957,0.805353971466807,I am sure I voted,Definitely the rightful winner,Joe Biden,1995,25,25 - 34,Male,Never married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,11230,New York,Bachelor's degree,No,Multi-racial,Yes,13
405319312,1.24009866364084,I am sure I voted,Probably not the rightful winner,Donald Trump,1982,38,35 - 44,Female,Never married,Unemployed,"$200,000 - $249,999",Republican,Strong Republican,Donald Trump,19145,Pennsylvania,Some college,No,White,Yes,13
188492755,0.968631343861928,I am sure I voted,Definitely the rightful winner,Joe Biden,1936,84,75 - 84,Female,Widowed,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,94070,California,Bachelor's degree,No,White,Yes,13
185198980,0.877173681907553,I am sure I voted,Definitely the rightful winner,Joe Biden,1988,32,25 - 34,Male,Never married,Full-time,"$60,000 - $69,999",Independent,Lean Democrat,Hillary Clinton,55122,Minnesota,Associate's degree,No,White,Yes,13
411027310,0.735958808950996,"I usually vote, but didn't this time",Definitely the rightful winner,NA,1960,60,55 - 64,Male,Never married,Student,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,14609,New York,Some college,No,Black or African American,Yes,13
341800726,0.531785817892109,I am sure I voted,Definitely the rightful winner,Joe Biden,1980,40,35 - 44,Female,Married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Gary Johnson,99507,Alaska,Bachelor's degree,No,White,Yes,13
393160840,0.70812785637813,I am sure I voted,Definitely the rightful winner,Joe Biden,1995,25,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,55130,Minnesota,Some college,No,White,Yes,13
211421077,1.32843793846293,I am sure I voted,Definitely not the rightful winner,Donald Trump,1976,44,35 - 44,Female,Married,Homemaker,"$60,000 - $69,999",Independent,Independent,Donald Trump,17980,Pennsylvania,Master's degree,No,Other,Yes,13
212759650,0.322892293181848,I am sure I voted,Definitely the rightful winner,Joe Biden,1969,51,45 - 54,Female,Never married,Unemployed,"$10,000 - $19,999",Democrat,Strong Democrat,Other,92509,California,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
201707119,1.39171766361189,I am sure I voted,Definitely not the rightful winner,Donald Trump,1963,57,55 - 64,Male,Never married,Permanently disabled,"$10,000 - $19,999",Republican,Strong Republican,Donald Trump,84606,Utah,Did not graduate from high school,No,White,Yes,13
312843838,0.942499474156439,I am sure I voted,Definitely the rightful winner,Joe Biden,1994,26,25 - 34,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,55306,Minnesota,Bachelor's degree,No,White,Yes,13
59078509,0.867910805413232,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Male,Never married,Full-time,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,92104,California,Some college,No,White,Yes,13
211463938,1.09226883191981,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Male,Married,Retired,"$250,000 - $349,999",Independent,Lean Democrat,Hillary Clinton,33704,Florida,Associate's degree,No,White,Yes,13
205170013,3.34124691301873,I am sure I voted,Definitely not the rightful winner,Donald Trump,1983,37,35 - 44,Male,Never married,Full-time,"Less than $10,000",Independent,Independent,Did not vote for President,79764,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
54166972,1.45662400343446,I am sure I voted,Probably not the rightful winner,Donald Trump,1966,54,45 - 54,Female,Married,Full-time,"$100,000 - $119,999",Independent,Independent,Donald Trump,32217,Florida,Professional or doctorate degree,No,White,Yes,13
327885166,0.7255997682185,I am sure I voted,Definitely the rightful winner,Someone else,1998,22,18 - 24,Male,Never married,Student,"$120,000 - $149,999",Independent,Lean Democrat,Did not vote for President,63112,Missouri,Some college,No,White,Yes,13
199470451,1.188,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,20783,Maryland,Master's degree,No,Black or African American,Yes,13
325702354,1.40363712944893,I am sure I voted,Probably the rightful winner,Donald Trump,1978,42,35 - 44,Female,Married,Full-time,"$80,000 - $99,999",Republican,Strong Republican,Donald Trump,55412,Minnesota,Bachelor's degree,No,White,Yes,13
305163046,0.910593603529175,"I usually vote, but didn't this time",Probably the rightful winner,NA,1992,28,25 - 34,Female,Never married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,77004,Texas,Bachelor's degree,No,Asian/Pacific Islander,Yes,13
212282881,0.768568405038466,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Female,Married,Full-time,"$80,000 - $99,999",Independent,Independent,Hillary Clinton,83854,Idaho,Some college,No,White,Yes,13
125987983,1.15493967739982,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Female,Married,Permanently disabled,"$70,000 - $79,999",Independent,Independent,Donald Trump,56082,Minnesota,High school diploma or the equivalent (GED),No,Other,Yes,13
170444245,2.4231385105776,I did not vote in the election this November,Definitely not the rightful winner,NA,1983,37,35 - 44,Male,Never married,Unemployed,"Less than $10,000",Not sure,Independent,Did not vote for President,30009,Georgia,Did not graduate from high school,No,Black or African American,No,13
7288384,0.753216768038273,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Never married,Unemployed,"$70,000 - $79,999",Democrat,Strong Democrat,Hillary Clinton,90019,California,Bachelor's degree,No,White,Yes,13
159744127,1.27194819892149,I am sure I voted,Definitely not the rightful winner,Donald Trump,1938,82,75 - 84,Female,Married,Retired,Prefer not to say,Other,Lean Republican,Donald Trump,44720,Ohio,Some college,No,White,Yes,13
184290943,0.958552647365982,I did not vote in the election this November,Definitely not the rightful winner,NA,1976,44,35 - 44,Male,Domestic / civil partnership,Part-time,"$30,000 - $39,999",Independent,Independent,Did not vote for President,30058,Georgia,High school diploma or the equivalent (GED),No,Black or African American,No,13
53973607,1.05540196964687,I am sure I voted,Definitely the rightful winner,Joe Biden,1984,36,35 - 44,Female,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Hillary Clinton,84003,Utah,Bachelor's degree,No,White,Yes,13
305998210,1.07351880778117,I am sure I voted,Definitely the rightful winner,Joe Biden,1970,50,45 - 54,Male,Married,Temporarily laid off,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,27104,North Carolina,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
216157984,0.939975694096147,I am sure I voted,Probably not the rightful winner,Donald Trump,1983,37,35 - 44,Male,Never married,Full-time,"$80,000 - $99,999",Republican,Not very strong Republican,Did not vote for President,92869,California,Bachelor's degree,No,White,Yes,13
164859964,0.883833624316897,I am sure I voted,Definitely the rightful winner,Joe Biden,1957,63,55 - 64,Female,Married,Retired,Prefer not to say,Independent,Independent,Did not vote for President,23518,Virginia,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
38860990,0.874634690693469,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Never married,Retired,"$50,000 - $59,999",Democrat,Strong Democrat,Hillary Clinton,2476,Massachusetts,Some college,No,White,Yes,13
409941088,1.07351880778117,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Male,Never married,Retired,Prefer not to say,Democrat,Not very strong Democrat,Hillary Clinton,20018,District of Columbia,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
197211469,0.852188738255582,"I thought about voting this time, but didn't",Probably not the rightful winner,NA,1991,29,25 - 34,Female,Married,Full-time,"$80,000 - $99,999",Independent,Independent,Did not vote for President,25427,West Virginia,Associate's degree,No,White,Yes,13
36656713,1.07886454784324,I am sure I voted,Definitely not the rightful winner,Donald Trump,1981,39,35 - 44,Male,Separated,Temporarily laid off,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,92801,California,Some college,No,Multi-racial,Don't know,13
207946174,1.40363712944893,I am sure I voted,Probably not the rightful winner,Donald Trump,1985,35,35 - 44,Female,Married,Full-time,"$150,000 - $199,999",Republican,Not very strong Republican,Donald Trump,63129,Missouri,Bachelor's degree,No,White,Yes,13
147295222,2.48682885593263,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Male,Separated,Permanently disabled,Prefer not to say,Independent,Independent,Did not vote for President,30906,South Carolina,Did not graduate from high school,No,Black or African American,Yes,13
202317253,0.441981858365033,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Independent,Gary Johnson,60431,Illinois,Some college,No,White,Yes,13
405087250,0.666745143406541,I did not vote in the election this November,Definitely not the rightful winner,NA,1994,26,25 - 34,Female,Domestic / civil partnership,Unemployed,"$40,000 - $49,999",Republican,Strong Republican,Did not vote for President,68701,Nebraska,Some college,No,White,No,13
213378616,0.9821292776625950,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Other,Prefer not to say,Democrat,Not very strong Democrat,Did not vote for President,52806,Iowa,Some college,No,Black or African American,Yes,13
186861373,0.922026503334696,"I thought about voting this time, but didn't",Definitely the rightful winner,NA,1995,25,25 - 34,Female,Married,Homemaker,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,60632,Illinois,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
36647827,0.477215422363015,I am sure I voted,Probably not the rightful winner,Someone else,1958,62,55 - 64,Male,Married,Retired,Prefer not to say,Independent,Independent,Gary Johnson,57735,South Dakota,Some college,Yes,Multi-racial,Yes,13
211778509,0.96575412735746,I am sure I voted,Definitely the rightful winner,Joe Biden,1992,28,25 - 34,Male,Married,Full-time,"$200,000 - $249,999",Independent,Lean Democrat,Did not vote for President,80212,Colorado,Bachelor's degree,No,White,Yes,13
395445826,1.35273895128428,I am sure I voted,Probably the rightful winner,Joe Biden,1979,41,35 - 44,Male,Married,Full-time,"$150,000 - $199,999",Independent,Independent,Donald Trump,29072,South Carolina,Master's degree,No,White,Yes,13
33126133,0.684306663648794,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Male,Domestic / civil partnership,Unemployed,"$80,000 - $99,999",Other,Independent,Hillary Clinton,60657,Illinois,Some college,No,White,Yes,13
36597037,1.01340189325913,I am sure I voted,Probably not the rightful winner,Someone else,1973,47,45 - 54,Female,Never married,Full-time,Prefer not to say,Independent,Independent,Did not vote for President,86001,Arizona,Professional or doctorate degree,No,White,Yes,13
222919450,1.264140670731,I am sure I voted,Definitely not the rightful winner,Donald Trump,1974,46,45 - 54,Male,Never married,Permanently disabled,"Less than $10,000",Independent,Independent,Donald Trump,98121,Washington,Associate's degree,No,Multi-racial,Yes,13
191682034,0.923401983458576,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Did not vote for President,29229,South Carolina,Some college,Yes,Hispanic/Latino/Chicano/a,Yes,13
209727181,0.9821292776625950,I am sure I voted,Definitely the rightful winner,Joe Biden,1974,46,45 - 54,Female,Married,Full-time,"$70,000 - $79,999",Republican,Strong Republican,Did not vote for President,64117,Missouri,Some college,No,Black or African American,Yes,13
204010735,0.968631343861928,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Domestic / civil partnership,Retired,"$20,000 - $29,999",Other,Lean Democrat,Hillary Clinton,48623,Michigan,Bachelor's degree,No,White,Yes,13
181935037,0.918781795443055,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Male,Never married,Unemployed,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,94112,California,Bachelor's degree,No,Asian/Pacific Islander,Yes,13
189103987,0.816887403830964,I am sure I voted,Definitely not the rightful winner,Donald Trump,1969,51,45 - 54,Male,Divorced,Permanently disabled,"$10,000 - $19,999",Republican,Not very strong Republican,Did not vote for President,8069,New Jersey,High school diploma or the equivalent (GED),No,White,Yes,13
209537743,0.656812634525261,I am sure I voted,Definitely the rightful winner,Joe Biden,1961,59,55 - 64,Male,Married,Full-time,"$150,000 - $199,999",Independent,Lean Democrat,Hillary Clinton,92336,California,Associate's degree,Yes,Hispanic/Latino/Chicano/a,Yes,13
181285783,1.26909804407801,I am sure I voted,Definitely not the rightful winner,Donald Trump,1953,67,65 - 74,Male,Widowed,Retired,"$10,000 - $19,999",Independent,Lean Republican,Donald Trump,92021,California,High school diploma or the equivalent (GED),No,White,Yes,13
205420444,0.956289978095335,I am sure I voted,Definitely not the rightful winner,Donald Trump,1968,52,45 - 54,Female,Domestic / civil partnership,Part-time,"$30,000 - $39,999",Democrat,Not very strong Democrat,Did not vote for President,78586,Texas,High school diploma or the equivalent (GED),Yes,Hispanic/Latino/Chicano/a,Yes,13
370619638,0.749310262582228,I did not vote in the election this November,Definitely not the rightful winner,NA,1986,34,25 - 34,Female,Domestic / civil partnership,Homemaker,"Less than $10,000",Not sure,Not sure,Did not vote for President,74740,Oklahoma,Some college,No,Other,No,13
203042980,0.964873373635424,I am sure I voted,Definitely the rightful winner,Someone else,1966,54,45 - 54,Male,Married,Part-time,"$20,000 - $29,999",Other,Independent,Did not vote for President,83204,Idaho,High school diploma or the equivalent (GED),No,White,Yes,13
185633971,0.624822575468799,"I thought about voting this time, but didn't",Probably the rightful winner,NA,1998,22,18 - 24,Male,Never married,Unemployed,"$40,000 - $49,999",Independent,Independent,Did not vote for President,60629,Illinois,High school diploma or the equivalent (GED),No,Black or African American,Yes,13
359041294,1.16917272065626,I am sure I voted,Definitely the rightful winner,Joe Biden,1986,34,25 - 34,Male,Domestic / civil partnership,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,29572,South Carolina,High school diploma or the equivalent (GED),No,White,Yes,13
54388222,0.975143034512883,I am sure I voted,Definitely the rightful winner,Joe Biden,1952,68,65 - 74,Female,Divorced,Retired,"$80,000 - $99,999",Democrat,Not very strong Democrat,Hillary Clinton,5458,Vermont,Some college,No,White,Yes,13
120497452,0.642714022970678,I am sure I voted,Definitely the rightful winner,Joe Biden,1932,88,85 or older,Male,Married,Retired,"$80,000 - $99,999",Independent,Lean Democrat,Hillary Clinton,85138,Arizona,Bachelor's degree,No,Black or African American,Yes,13
210656422,1.02319123917355,I did not vote in the election this November,Definitely the rightful winner,NA,2000,20,18 - 24,Female,Never married,Student,"$120,000 - $149,999",Democrat,Not very strong Democrat,Did not vote for President,77406,Texas,Some college,No,Black or African American,No,13
6693385,1.38465725690918,I am sure I voted,Definitely not the rightful winner,Donald Trump,1963,57,55 - 64,Male,Married,Full-time,"$200,000 - $249,999",Independent,Independent,Donald Trump,85396,Arizona,Master's degree,No,Multi-racial,Yes,13
136295884,0.763037730194384,I did not vote in the election this November,Definitely the rightful winner,NA,1974,46,45 - 54,Female,Never married,Permanently disabled,"Less than $10,000",Independent,Independent,Did not vote for President,27295,North Carolina,High school diploma or the equivalent (GED),No,Black or African American,No,13
354136630,0.890321664149862,I am sure I voted,Definitely the rightful winner,Joe Biden,1987,33,25 - 34,Female,Never married,Full-time,"$100,000 - $119,999",Democrat,Strong Democrat,Hillary Clinton,28205,North Carolina,Bachelor's degree,No,White,Yes,13
172618861,1.05301904636555,I am sure I voted,Definitely the rightful winner,Joe Biden,1990,30,25 - 34,Female,Married,Full-time,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,97330,Virginia,Master's degree,No,White,Yes,13
173459518,0.931306174046952,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Male,Widowed,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Did not vote for President,31773,Georgia,High school diploma or the equivalent (GED),No,White,Yes,13
167597470,0.897561769186548,"I usually vote, but didn't this time",Probably the rightful winner,NA,1984,36,35 - 44,Male,Married,Full-time,"$30,000 - $39,999",Republican,Not very strong Republican,Did not vote for President,73401,Oklahoma,High school diploma or the equivalent (GED),No,White,Yes,13
165385000,0.866244328196104,I am sure I voted,Definitely the rightful winner,Joe Biden,1937,83,75 - 84,Male,Married,Retired,"$250,000 - $349,999",Independent,Independent,Hillary Clinton,90503,California,Professional or doctorate degree,No,White,Yes,13
414714976,1.17915165819274,I am sure I voted,Definitely not the rightful winner,Donald Trump,1987,33,25 - 34,Male,Married,Full-time,"$80,000 - $99,999",Independent,Independent,Donald Trump,60636,Illinois,Professional or doctorate degree,No,White,Yes,13
