caseid,weight,vote2020,biden_winner,pres_vote,birthyr,age,age9,gender,marstat,employ,faminc_new,pid3,pid7,presvote16post,inputzip,inputstate,educ7,hispanic,ethnicity,votereg,wave
204655576,0.436055648840785,I am sure I voted,Probably the rightful winner,Someone else,1957,63,55 - 64,Female,Widowed,Retired,"$20,000 - $29,999",Independent,Independent,Other,30132,Tennessee,Bachelor's degree,No,American Indian or Alaska Native,Yes,13
35535724,0.941946616546689,I am sure I voted,Definitely not the rightful winner,Donald Trump,1949,71,65 - 74,Female,Married,Permanently disabled,Prefer not to say,Republican,Strong Republican,Donald Trump,45420,Ohio,High school diploma or the equivalent (GED),No,White,Yes,13
36526378,0.828233121733534,I am sure I voted,Definitely the rightful winner,Someone else,1979,41,35 - 44,Male,Never married,Unemployed,Prefer not to say,Other,Independent,Did not vote for President,93534,California,Some college,Yes,Multi-racial,Yes,13
7497055,1.2039327269154,I am sure I voted,Definitely not the rightful winner,Donald Trump,1951,69,65 - 74,Female,Divorced,Retired,Prefer not to say,Republican,Strong Republican,Donald Trump,40014,Kentucky,High school diploma or the equivalent (GED),No,White,Yes,13
36734851,0.705710381647435,I am sure I voted,Definitely the rightful winner,Joe Biden,1953,67,65 - 74,Female,Married,Homemaker,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,46405,Indiana,High school diploma or the equivalent (GED),No,White,Yes,13
164377795,0.933483895821011,I am sure I voted,Definitely the rightful winner,Joe Biden,1967,53,45 - 54,Female,Married,Retired,"$60,000 - $69,999",Democrat,Strong Democrat,Hillary Clinton,31087,Georgia,Professional or doctorate degree,No,Black or African American,Yes,13
189085810,0.896364637415339,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Male,Married,Full-time,"$150,000 - $199,999",Democrat,Not very strong Democrat,Hillary Clinton,35226,Alabama,Bachelor's degree,No,White,Yes,13
133572424,1.01979525077715,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Never married,Temporarily laid off,"$100,000 - $119,999",Independent,Lean Democrat,Did not vote for President,90049,California,Bachelor's degree,No,White,Yes,13
134081653,0.797217352477054,I am sure I voted,Definitely the rightful winner,Joe Biden,1960,60,55 - 64,Male,Married,Retired,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,7002,New Jersey,High school diploma or the equivalent (GED),Yes,White,Yes,13
201734338,0.749310262582228,"I thought about voting this time, but didn't",Definitely not the rightful winner,NA,1989,31,25 - 34,Female,Domestic / civil partnership,Full-time,"$10,000 - $19,999",Not sure,Not sure,Did not vote for President,68117,Nebraska,Associate's degree,Yes,Hispanic/Latino/Chicano/a,No,13
62682421,0.952948960300403,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$30,000 - $39,999",Independent,Lean Democrat,Hillary Clinton,46347,Indiana,Some college,No,White,Yes,13
198221437,1.00988292503999,I did not vote in the election this November,Definitely the rightful winner,NA,1955,65,65 - 74,Female,Divorced,Retired,"Less than $10,000",Democrat,Not very strong Democrat,Did not vote for President,74134,Oklahoma,Did not graduate from high school,Yes,Hispanic/Latino/Chicano/a,Yes,13
165639529,0.985375576505884,I am sure I voted,Probably the rightful winner,Donald Trump,1977,43,35 - 44,Female,Married,Full-time,"$120,000 - $149,999",Republican,Strong Republican,Donald Trump,98942,Washington,Some college,No,White,Yes,13
219108277,0.825224780760666,I did not vote in the election this November,Definitely the rightful winner,NA,1999,21,18 - 24,Male,Never married,Temporarily laid off,"$10,000 - $19,999",Democrat,Not very strong Democrat,Did not vote for President,10002,New York,Bachelor's degree,No,Asian/Pacific Islander,No,13
130844752,1.33927738748732,I am sure I voted,Definitely not the rightful winner,Donald Trump,1969,51,45 - 54,Male,Never married,Permanently disabled,"$20,000 - $29,999",Republican,Strong Republican,Donald Trump,28139,North Carolina,Master's degree,No,White,Yes,13
66808321,1.07510316368712,I am sure I voted,Probably not the rightful winner,Donald Trump,1951,69,65 - 74,Female,Widowed,Retired,"$50,000 - $59,999",Republican,Strong Republican,Donald Trump,7047,New Jersey,Bachelor's degree,No,Other,Yes,13
6898996,0.941946616546689,I am sure I voted,Definitely not the rightful winner,Donald Trump,1942,78,75 - 84,Female,Divorced,Retired,"$70,000 - $79,999",Republican,Not very strong Republican,Donald Trump,63801,Missouri,High school diploma or the equivalent (GED),No,White,Yes,13
33020494,0.805471828899971,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$40,000 - $49,999",Independent,Lean Democrat,Hillary Clinton,77833,Texas,Bachelor's degree,No,Other,Yes,13
136395634,0.804984036733536,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Male,Married,Retired,"$70,000 - $79,999",Democrat,Not very strong Democrat,Hillary Clinton,15767,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
340756744,1.90509229943138,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Female,Divorced,Retired,"$10,000 - $19,999",Democrat,Strong Democrat,Did not vote for President,10001,New York,Master's degree,No,Hispanic/Latino/Chicano/a,Yes,13
207878272,0.942499474156439,I am sure I voted,Definitely the rightful winner,Joe Biden,1991,29,25 - 34,Male,Never married,Full-time,"$50,000 - $59,999",Independent,Lean Democrat,Hillary Clinton,78201,Texas,Bachelor's degree,No,White,Yes,13
7412956,0.853830665451112,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Female,Never married,Full-time,"$500,000 or more",Democrat,Strong Democrat,Hillary Clinton,60657,Illinois,Master's degree,No,White,Yes,13
140878267,0.876929350447656,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Female,Married,Retired,"$120,000 - $149,999",Democrat,Strong Democrat,Hillary Clinton,20607,Maryland,Associate's degree,No,Black or African American,Yes,13
36437827,1.07445208331095,I am sure I voted,Definitely not the rightful winner,Donald Trump,1945,75,75 - 84,Male,Married,Retired,"$40,000 - $49,999",Democrat,Not very strong Democrat,Donald Trump,34637,Florida,High school diploma or the equivalent (GED),No,White,Yes,13
210295972,1.1584435596864,I am sure I voted,Definitely not the rightful winner,Donald Trump,1961,59,55 - 64,Male,Married,Permanently disabled,"$30,000 - $39,999",Republican,Strong Republican,Donald Trump,85128,Arizona,Some college,No,White,Yes,13
140382949,0.952948960300403,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Female,Divorced,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,54304,Wisconsin,Associate's degree,No,White,Yes,13
151968868,0.9925307587675,I am sure I voted,Definitely the rightful winner,Joe Biden,1945,75,75 - 84,Female,Divorced,Permanently disabled,"Less than $10,000",Democrat,Strong Democrat,Did not vote for President,95812,California,Bachelor's degree,No,Multi-racial,Yes,13
209390272,1.45790533530833,I am sure I voted,Definitely not the rightful winner,Donald Trump,1960,60,55 - 64,Male,Married,Unemployed,Prefer not to say,Republican,Strong Republican,Donald Trump,25059,West Virginia,Some college,No,White,Yes,13
206025946,1.13965009916389,I am sure I voted,Definitely not the rightful winner,Donald Trump,1960,60,55 - 64,Female,Married,Homemaker,Prefer not to say,Other,Independent,Donald Trump,44511,Ohio,Master's degree,No,White,Yes,13
45987340,1.27276434161682,I am sure I voted,Definitely the rightful winner,Joe Biden,1949,71,65 - 74,Female,Widowed,Retired,"$20,000 - $29,999",Democrat,Strong Democrat,Hillary Clinton,95006,California,Bachelor's degree,Yes,White,Yes,13
143906482,0.961119261395815,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Female,Widowed,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,12572,New York,Associate's degree,No,Hispanic/Latino/Chicano/a,Yes,13
156729010,1.19460654326367,I am sure I voted,Definitely not the rightful winner,Donald Trump,1957,63,55 - 64,Male,Married,Retired,Prefer not to say,Independent,Lean Republican,Donald Trump,37076,Tennessee,Master's degree,Yes,White,Yes,13
205253242,0.705710381647435,I am sure I voted,Definitely the rightful winner,Joe Biden,1939,81,75 - 84,Female,Divorced,Retired,"$20,000 - $29,999",Democrat,Not very strong Democrat,Hillary Clinton,63362,Missouri,High school diploma or the equivalent (GED),No,White,Yes,13
346295224,0.894533603137141,I did not vote in the election this November,Probably not the rightful winner,NA,1985,35,35 - 44,Female,Never married,Full-time,"$60,000 - $69,999",Independent,Independent,Did not vote for President,63701,Missouri,Professional or doctorate degree,No,Asian/Pacific Islander,No,13
210930631,0.797217352477054,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Male,Married,Full-time,"$40,000 - $49,999",Democrat,Strong Democrat,Hillary Clinton,72120,Arkansas,High school diploma or the equivalent (GED),No,White,Yes,13
164002090,0.946208196811989,I am sure I voted,Definitely the rightful winner,Joe Biden,1970,50,45 - 54,Male,Married,Unemployed,"$20,000 - $29,999",Independent,Independent,Did not vote for President,55433,Minnesota,High school diploma or the equivalent (GED),No,White,Yes,13
153486892,0.897561272833107,I am sure I voted,Definitely the rightful winner,Joe Biden,1988,32,25 - 34,Male,Married,Full-time,"$80,000 - $99,999",Democrat,Strong Democrat,Hillary Clinton,99801,Alaska,Master's degree,No,White,Yes,13
212994106,0.850676936366815,I did not vote in the election this November,Definitely not the rightful winner,NA,1967,53,45 - 54,Female,Divorced,Permanently disabled,Prefer not to say,Not sure,Not sure,Did not vote for President,45176,Ohio,Professional or doctorate degree,No,Other,No,13
148820131,0.9508136122594330,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Male,Married,Retired,"$10,000 - $19,999",Independent,Lean Democrat,Hillary Clinton,80216,Colorado,High school diploma or the equivalent (GED),No,White,Yes,13
157956217,0.462545463297015,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Female,Married,Temporarily laid off,"$100,000 - $119,999",Independent,Independent,Evan McMullin,45406,Ohio,Bachelor's degree,No,White,Yes,13
176235847,0.927263030157072,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Male,Married,Part-time,"$30,000 - $39,999",Independent,Lean Democrat,Hillary Clinton,85017,Arizona,Master's degree,No,White,Yes,13
183956242,0.474897591762942,I am sure I voted,Probably not the rightful winner,Donald Trump,1993,27,25 - 34,Male,Never married,Unemployed,"Less than $10,000",Republican,Strong Republican,Gary Johnson,85281,Arizona,Bachelor's degree,No,White,Yes,13
6839548,0.867910805413232,I am sure I voted,Definitely the rightful winner,Joe Biden,1962,58,55 - 64,Male,Divorced,Full-time,"$60,000 - $69,999",Democrat,Not very strong Democrat,Hillary Clinton,94116,California,Associate's degree,Yes,White,Yes,13
202746628,0.870058207647484,I am sure I voted,Definitely the rightful winner,Joe Biden,1958,62,55 - 64,Female,Never married,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,34606,Florida,High school diploma or the equivalent (GED),No,White,Yes,13
219152389,0.857209371950486,I am sure I voted,Definitely the rightful winner,Joe Biden,1979,41,35 - 44,Male,Never married,Unemployed,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,98851,Washington,Some college,No,White,Yes,13
205973800,1.07445208331095,I am sure I voted,Definitely not the rightful winner,Donald Trump,1950,70,65 - 74,Male,Married,Retired,"$40,000 - $49,999",Republican,Strong Republican,Donald Trump,76904,Texas,High school diploma or the equivalent (GED),No,White,Yes,13
190950997,0.781994109868948,I am sure I voted,Probably not the rightful winner,Donald Trump,1969,51,45 - 54,Female,Married,Full-time,Prefer not to say,Republican,Not very strong Republican,Did not vote for President,16878,Pennsylvania,High school diploma or the equivalent (GED),No,White,Yes,13
179660269,1.03126777627754,I am sure I voted,Definitely the rightful winner,Joe Biden,1976,44,35 - 44,Female,Divorced,Full-time,"$30,000 - $39,999",Democrat,Strong Democrat,Hillary Clinton,42303,Kentucky,Bachelor's degree,No,White,Yes,13
53329774,0.921294358328178,I am sure I voted,Definitely the rightful winner,Joe Biden,1956,64,55 - 64,Female,Widowed,Full-time,"$70,000 - $79,999",Independent,Independent,Hillary Clinton,99205,Washington,Bachelor's degree,No,White,Yes,13
170888452,1.06408550497027,I am sure I voted,Definitely not the rightful winner,Donald Trump,1965,55,55 - 64,Male,Never married,Permanently disabled,"$10,000 - $19,999",Independent,Independent,Donald Trump,1841,Massachusetts,High school diploma or the equivalent (GED),No,White,Yes,13
47494561,0.853830665451112,I am sure I voted,Definitely the rightful winner,Joe Biden,1963,57,55 - 64,Female,Married,Retired,Prefer not to say,Democrat,Strong Democrat,Hillary Clinton,61455,Illinois,Professional or doctorate degree,No,White,Yes,13
341145070,0.405607632613824,I am sure I voted,Definitely the rightful winner,Someone else,1952,68,65 - 74,Male,Widowed,Retired,"$50,000 - $59,999",Independent,Independent,Other,3894,New Hampshire,High school diploma or the equivalent (GED),No,White,Yes,13
202017172,0.876929350447656,I am sure I voted,Definitely the rightful winner,Joe Biden,1950,70,65 - 74,Female,Married,Retired,"$40,000 - $49,999",Democrat,Not very strong Democrat,Hillary Clinton,29485,South Carolina,Associate's degree,No,Black or African American,Yes,13
123868495,1.19151447195326,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Never married,Permanently disabled,"$10,000 - $19,999",Democrat,Strong Democrat,Hillary Clinton,27105,North Carolina,Bachelor's degree,No,Black or African American,Yes,13
58245799,0.854478029655259,I am sure I voted,Definitely the rightful winner,Joe Biden,1964,56,55 - 64,Female,Married,Part-time,"$70,000 - $79,999",Democrat,Not very strong Democrat,Hillary Clinton,98033,Washington,Some college,No,White,Yes,13
213642040,0.942499474156439,I am sure I voted,Definitely the rightful winner,Joe Biden,1993,27,25 - 34,Male,Never married,Full-time,"$40,000 - $49,999",Other,Lean Democrat,Hillary Clinton,46220,Indiana,Bachelor's degree,No,White,Yes,13
33491950,0.792638705458039,I am sure I voted,Definitely the rightful winner,Joe Biden,1951,69,65 - 74,Male,Never married,Retired,"Less than $10,000",Democrat,Strong Democrat,Hillary Clinton,94403,California,Some college,No,White,Yes,13
200672899,0.986009650715755,I am sure I voted,Definitely the rightful winner,Joe Biden,1981,39,35 - 44,Male,Married,Full-time,"$50,000 - $59,999",Independent,Lean Republican,Did not vote for President,34689,Florida,Associate's degree,No,White,Yes,13
140308972,0.379523637970189,I am sure I voted,Definitely the rightful winner,Joe Biden,1948,72,65 - 74,Male,Married,Retired,"$100,000 - $119,999",Independent,Independent,Jill Stein,2702,Massachusetts,Bachelor's degree,No,White,Yes,13
